ID_UC_G0,GC_UCN_MAI_2025,GC_CNT_GAD_2025,GC_UCA_KM2_2025,GC_POP_TOT_2025,GC_DEV_WIG_2025,GC_DEV_USR_2025,IN_CIS_ENE_2020,IN_CIS_TRA_2020,IN_CIS_WAT_2020,IN_CIS_WAS_2020,IN_CIS_TEL_2020,IN_CIS_HEA_2020,IN_CIS_EDU_2020,IN_CIS_ALL_2020,IN_ROA_LEN_2024,IN_ROA_DEN_2024
8323,Garanhuns,Brazil,22.00,112517.88,Upper Middle,Latin America and the Caribbean,0.12,0.01,0.00,0.00,0.02,0.00,0.00,0.18,382479.74,0.02
8324,Obudu,Nigeria,22.00,149106.76,Lower Middle,Sub-Saharan Africa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,92773.97,0.00
8325,Daurala,India,9.00,58337.08,Lower Middle,Central and Southern Asia,0.07,0.02,0.00,0.00,0.00,0.00,0.00,0.11,22190.24,0.00
8326,Taiyuan,China,367.00,4332180.13,Upper Middle,Eastern and South-Eastern Asia,0.05,0.07,0.00,0.00,0.00,0.00,0.04,0.18,3682920.95,0.01
8327,Tobelo,Indonesia,23.00,108056.53,Upper Middle,Eastern and South-Eastern Asia,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,111072.92,0.00
8328,Belo Jardim,Brazil,12.00,56382.14,Upper Middle,Latin America and the Caribbean,0.03,0.01,0.00,0.00,0.01,0.00,0.02,0.07,186320.68,0.02
8329,Adikpo,Nigeria,15.00,65164.75,Lower Middle,Sub-Saharan Africa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,34391.03,0.00
8330,Nagda,India,14.00,144203.30,Lower Middle,Central and Southern Asia,0.04,0.01,0.00,0.00,0.00,0.00,0.00,0.05,98060.25,0.01
8331,Weinan,China,47.00,273989.02,Upper Middle,Eastern and South-Eastern Asia,0.01,0.04,0.00,0.00,0.00,0.00,0.00,0.06,333361.14,0.01
8332,Ambon,Indonesia,74.00,559281.54,Upper Middle,Eastern and South-Eastern Asia,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.01,543684.81,0.01
8333,Santa Cruz do Capibaribe,Brazil,16.00,115562.91,Upper Middle,Latin America and the Caribbean,0.05,0.01,0.00,0.00,0.04,0.00,0.00,0.12,331840.73,0.02
8334,Dutse,Nigeria,38.00,175636.07,Lower Middle,Sub-Saharan Africa,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.02,288555.45,0.01
8335,Sangamner,India,19.00,106275.25,Lower Middle,Central and Southern Asia,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.02,178857.49,0.01
8336,Luzhou,China,64.00,446057.75,Upper Middle,Eastern and South-Eastern Asia,0.01,0.03,0.00,0.00,0.00,0.00,0.01,0.05,493806.55,0.01
8337,Masohi,Indonesia,12.00,108675.50,Upper Middle,Eastern and South-Eastern Asia,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,117186.29,0.01
8338,São Miguel dos Campos,Brazil,7.00,53197.12,Upper Middle,Latin America and the Caribbean,0.05,0.01,0.00,0.00,0.01,0.00,0.00,0.08,110675.27,0.02
8339,Katsina Ala,Nigeria,16.00,69005.93,Lower Middle,Sub-Saharan Africa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,140405.99,0.01
8340,Greater Noida,India,103.00,324832.00,Lower Middle,Central and Southern Asia,0.11,0.04,0.00,0.00,0.00,0.00,0.01,0.19,1779177.21,0.02
8341,Tonghai,China,25.00,123240.59,Upper Middle,Eastern and South-Eastern Asia,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.02,142217.61,0.01
8342,Sorong,Indonesia,44.00,301195.61,Upper Middle,Eastern and South-Eastern Asia,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.01,468673.80,0.01
8343,Caruaru,Brazil,40.00,313174.14,Upper Middle,Latin America and the Caribbean,0.04,0.02,0.00,0.00,0.05,0.02,0.00,0.15,866608.14,0.02
8344,Gumel,Nigeria,12.00,144027.73,Lower Middle,Sub-Saharan Africa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,94945.89,0.01
8345,Palwal,India,26.00,251603.14,Lower Middle,Central and Southern Asia,0.09,0.02,0.00,0.00,0.00,0.00,0.00,0.12,377207.35,0.01
8346,Wutai,China,13.00,53120.61,Upper Middle,Eastern and South-Eastern Asia,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,25689.79,0.00
8347,Fakfak,Indonesia,9.00,84682.90,Upper Middle,Eastern and South-Eastern Asia,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,68402.30,0.01
8348,Campina Grande,Brazil,64.00,382512.09,Upper Middle,Latin America and the Caribbean,0.11,0.04,0.00,0.00,0.05,0.03,0.01,0.28,1198773.13,0.02
8349,Ugba,Nigeria,10.00,64969.08,Lower Middle,Sub-Saharan Africa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,93115.52,0.01
8350,Rishikesh,India,45.00,309382.08,Lower Middle,Central and Southern Asia,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.04,560488.47,0.01
8351,Wenshui,China,31.00,118494.04,Upper Middle,Eastern and South-Eastern Asia,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.02,69126.62,0.00
8352,Tual,Indonesia,28.00,105831.49,Upper Middle,Eastern and South-Eastern Asia,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,208984.64,0.01
8353,Maceió,Brazil,163.00,1046071.46,Upper Middle,Latin America and the Caribbean,0.05,0.02,0.00,0.00,0.01,0.01,0.01,0.11,2363059.87,0.01
8354,Maigatari,Nigeria,7.00,83419.39,Lower Middle,Sub-Saharan Africa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26905.89,0.00
8355,Malegaon,India,46.00,552385.47,Lower Middle,Central and Southern Asia,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.02,702110.54,0.02
8356,Xiaoyi,China,34.00,165448.10,Upper Middle,Eastern and South-Eastern Asia,0.03,0.02,0.00,0.00,0.00,0.00,0.00,0.06,255238.35,0.01
8357,Dobo,Indonesia,16.00,65167.45,Upper Middle,Eastern and South-Eastern Asia,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50652.96,0.00
8358,Gravatá,Brazil,12.00,60235.98,Upper Middle,Latin America and the Caribbean,0.05,0.02,0.00,0.00,0.02,0.00,0.00,0.10,213136.23,0.02
8359,Gwolong,Nigeria,18.00,97499.36,Lower Middle,Sub-Saharan Africa,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.02,27799.08,0.00
8360,Bhawani Mandi,India,9.00,64977.22,Lower Middle,Central and Southern Asia,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.03,69143.77,0.01
8361,Yiliang,China,20.00,118073.72,Upper Middle,Eastern and South-Eastern Asia,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.04,125501.40,0.01
8362,Manokwari,Indonesia,30.00,198521.26,Upper Middle,Eastern and South-Eastern Asia,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,194700.31,0.01
8363,Natal,Brazil,210.00,1133223.56,Upper Middle,Latin America and the Caribbean,0.05,0.03,0.00,0.00,0.06,0.02,0.02,0.21,3219893.82,0.02
8364,Birnin Kudu,Nigeria,9.00,95611.79,Lower Middle,Sub-Saharan Africa,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.01,118992.13,0.01
8365,Manmad,India,12.00,71011.13,Lower Middle,Central and Southern Asia,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.03,43985.95,0.00
8366,Ulanhot,China,53.00,221373.44,Upper Middle,Eastern and South-Eastern Asia,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.02,317898.69,0.01
8367,Nabire,Indonesia,31.00,207025.59,Upper Middle,Eastern and South-Eastern Asia,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,207646.29,0.01
8368,Parnamirim,Brazil,24.00,154613.91,Upper Middle,Latin America and the Caribbean,0.08,0.02,0.00,0.00,0.04,0.00,0.08,0.24,479846.22,0.02
8369,Bununu Dass,Nigeria,5.00,70549.17,Lower Middle,Sub-Saharan Africa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,28818.75,0.01
8370,Ramganj Mandi,India,33.00,130228.97,Lower Middle,Central and Southern Asia,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.04,44163.09,0.00
8371,Jiaocheng,China,94.00,241648.97,Upper Middle,Eastern and South-Eastern Asia,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.03,277815.81,0.00
8372,Biak Kota,Indonesia,34.00,201723.96,Upper Middle,Eastern and South-Eastern Asia,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.01,224008.98,0.01
8373,Vitória de Santo Antão,Brazil,17.00,109624.34,Upper Middle,Latin America and the Caribbean,0.03,0.02,0.00,0.00,0.03,0.00,0.00,0.09,301305.89,0.02
8374,Ningi,Nigeria,12.00,106910.75,Lower Middle,Sub-Saharan Africa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,67451.13,0.01
8375,Manawar,India,8.00,75553.82,Lower Middle,Central and Southern Asia,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.03,6721.59,0.00
8376,Naxi,China,16.00,131690.61,Upper Middle,Eastern and South-Eastern Asia,0.03,0.03,0.00,0.00,0.00,0.00,0.01,0.08,65547.85,0.00
8377,Serui Kota,Indonesia,18.00,146449.38,Upper Middle,Eastern and South-Eastern Asia,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62190.83,0.00
8378,Carpina,Brazil,15.00,75347.75,Upper Middle,Latin America and the Caribbean,0.05,0.01,0.00,0.00,0.02,0.00,0.00,0.09,225861.67,0.02
8379,Shendam,Nigeria,13.00,63376.47,Lower Middle,Sub-Saharan Africa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34704.17,0.00
8380,Miranpur,India,7.00,59195.01,Lower Middle,Central and Southern Asia,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.06,10523.17,0.00
8381,Jalaid,China,15.00,69540.11,Upper Middle,Eastern and South-Eastern Asia,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.01,63337.34,0.00
8382,Enarotali,Indonesia,7.00,124657.39,Upper Middle,Eastern and South-Eastern Asia,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21989.12,0.00
8383,Escada,Brazil,13.00,58977.14,Upper Middle,Latin America and the Caribbean,0.05,0.02,0.00,0.00,0.03,0.01,0.01,0.12,137900.26,0.01
8384,Tafawa-Balewa,Nigeria,8.00,73250.89,Lower Middle,Sub-Saharan Africa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,16757.26,0.00
8385,Mahwa,India,8.00,51724.85,Lower Middle,Central and Southern Asia,0.06,0.01,0.00,0.00,0.00,0.00,0.00,0.08,67123.28,0.01
8386,Tongliang,China,38.00,155088.20,Upper Middle,Eastern and South-Eastern Asia,0.00,0.02,0.00,0.00,0.00,0.00,0.01,0.04,236341.65,0.01
8387,Timika,Indonesia,33.00,401693.89,Upper Middle,Eastern and South-Eastern Asia,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.02,344219.51,0.01
8388,Recife,Brazil,491.00,3847557.99,Upper Middle,Latin America and the Caribbean,0.13,0.06,0.02,0.01,0.01,0.12,0.06,0.46,7728808.92,0.02
8389,Jahun,Nigeria,5.00,54668.13,Lower Middle,Sub-Saharan Africa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53277.88,0.01
8390,Gangapur City,India,23.00,234247.81,Lower Middle,Central and Southern Asia,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.03,57844.46,0.00
8391,Dongsheng,China,7.00,62482.34,Upper Middle,Eastern and South-Eastern Asia,0.03,0.03,0.00,0.00,0.00,0.00,0.01,0.08,50142.72,0.01
8392,Ilaga,Indonesia,20.00,116505.31,Upper Middle,Eastern and South-Eastern Asia,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,58140.53,0.00
8393,Goiana,Brazil,7.00,52544.65,Upper Middle,Latin America and the Caribbean,0.07,0.01,0.00,0.00,0.02,0.00,0.00,0.11,118533.70,0.02
8394,Zaki Biam,Nigeria,18.00,76142.28,Lower Middle,Sub-Saharan Africa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,216724.20,0.01
8395,Kherli,India,7.00,60530.59,Lower Middle,Central and Southern Asia,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.04,23517.80,0.00
8396,Weining,China,19.00,101306.51,Upper Middle,Eastern and South-Eastern Asia,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.02,36586.46,0.00
8397,Agats,Indonesia,7.00,95721.52,Upper Middle,Eastern and South-Eastern Asia,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27648.98,0.00
8398,Cabo de Santo Agostinho,Brazil,16.00,114281.85,Upper Middle,Latin America and the Caribbean,0.15,0.03,0.00,0.00,0.02,0.01,0.01,0.24,296470.46,0.02
8399,Bauchi,Nigeria,107.00,636274.70,Lower Middle,Sub-Saharan Africa,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.03,1020302.40,0.01
8400,Hapur,India,49.00,486371.61,Lower Middle,Central and Southern Asia,0.09,0.01,0.00,0.00,0.00,0.00,0.00,0.11,620302.32,0.01
8401,Fula'erji,China,41.00,228742.13,Upper Middle,Eastern and South-Eastern Asia,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.04,115298.20,0.00
8402,Mulia,Indonesia,13.00,238210.21,Upper Middle,Eastern and South-Eastern Asia,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38722.12,0.00
8403,João Pessoa,Brazil,198.00,1120243.08,Upper Middle,Latin America and the Caribbean,0.11,0.05,0.01,0.01,0.02,0.02,0.03,0.27,3045122.13,0.02
8404,Langtang,Nigeria,22.00,110981.04,Lower Middle,Sub-Saharan Africa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,169128.63,0.01
8405,Shirpur,India,10.00,149415.98,Lower Middle,Central and Southern Asia,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.04,119100.02,0.01
8406,Bairin Right Banner,China,13.00,58436.48,Upper Middle,Eastern and South-Eastern Asia,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.05,130617.28,0.01
8408,Ponte dos Carvalhos,Brazil,5.00,50387.46,Upper Middle,Latin America and the Caribbean,0.05,0.06,0.00,0.01,0.00,0.04,0.02,0.20,79881.50,0.02
8409,Wukari,Nigeria,24.00,173414.45,Lower Middle,Sub-Saharan Africa,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.01,205162.97,0.01
8410,Mawana,India,8.00,85067.70,Lower Middle,Central and Southern Asia,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.06,18686.82,0.00
8411,Heyang,China,14.00,59251.20,Upper Middle,Eastern and South-Eastern Asia,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.02,71586.83,0.01
8412,Wamena,Indonesia,14.00,88100.95,Upper Middle,Eastern and South-Eastern Asia,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,132732.22,0.01
8413,Malummaduri,Nigeria,7.00,56458.09,Lower Middle,Sub-Saharan Africa,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.01,33157.35,0.00
8414,Hodal,India,12.00,101385.24,Lower Middle,Central and Southern Asia,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.05,163397.70,0.01
8415,Lantian,China,16.00,92125.19,Upper Middle,Eastern and South-Eastern Asia,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.01,77218.53,0.00
8416,Kobakma,Indonesia,9.00,89106.39,Upper Middle,Eastern and South-Eastern Asia,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22431.00,0.00
8417,Kafin Hausa,Nigeria,5.00,63981.31,Lower Middle,Sub-Saharan Africa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6709.16,0.00
8418,Dhar,India,12.00,110193.85,Lower Middle,Central and Southern Asia,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.05,69986.30,0.01
8419,Guang'an,China,86.00,523802.06,Upper Middle,Eastern and South-Eastern Asia,0.00,0.02,0.00,0.00,0.00,0.00,0.01,0.03,423172.31,0.00
8421,Gwaram,Nigeria,4.00,55505.43,Lower Middle,Sub-Saharan Africa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17343.34,0.00
8422,Dhule,India,53.00,605325.08,Lower Middle,Central and Southern Asia,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.05,922609.10,0.02
8423,Hechuan,China,19.00,273190.83,Upper Middle,Eastern and South-Eastern Asia,0.00,0.02,0.00,0.00,0.00,0.00,0.01,0.04,255534.42,0.01
8424,Elelim,Indonesia,12.00,206924.18,Upper Middle,Eastern and South-Eastern Asia,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28499.34,0.00
8425,Jamaari,Nigeria,6.00,74754.50,Lower Middle,Sub-Saharan Africa,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.01,75719.50,0.01
8426,Shikrapur,India,18.00,52816.75,Lower Middle,Central and Southern Asia,0.04,0.01,0.00,0.00,0.00,0.00,0.00,0.06,102201.30,0.01
8427,Qiqihar,China,107.00,901648.76,Upper Middle,Eastern and South-Eastern Asia,0.02,0.02,0.00,0.00,0.00,0.00,0.01,0.05,701282.36,0.01
8428,Merauke,Indonesia,44.00,270038.91,Upper Middle,Eastern and South-Eastern Asia,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,270514.95,0.01
8429,Hadejia,Nigeria,23.00,251051.33,Lower Middle,Sub-Saharan Africa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,207775.32,0.01
8430,Kaman,India,4.00,64294.24,Lower Middle,Central and Southern Asia,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.04,21292.61,0.01
8431,Xiangning,China,10.00,59194.92,Upper Middle,Eastern and South-Eastern Asia,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.01,32263.07,0.00
8432,Sentani,Indonesia,19.00,126566.94,Upper Middle,Eastern and South-Eastern Asia,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,227366.25,0.01
8433,Dengi,Nigeria,6.00,66960.96,Lower Middle,Sub-Saharan Africa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17324.98,0.00
8434,Sikandarabad,India,23.00,239081.99,Lower Middle,Central and Southern Asia,0.12,0.03,0.00,0.00,0.00,0.00,0.01,0.18,237507.46,0.01
8435,Yongchuan,China,66.00,694286.04,Upper Middle,Eastern and South-Eastern Asia,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.03,376268.64,0.01
8436,Abepura,Indonesia,23.00,146890.30,Upper Middle,Eastern and South-Eastern Asia,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,274588.59,0.01
8437,Takum,Nigeria,14.00,73171.64,Lower Middle,Sub-Saharan Africa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41979.46,0.00
8438,Kopargaon,India,13.00,72598.00,Lower Middle,Central and Southern Asia,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.04,60405.74,0.00
8439,Hancheng,China,34.00,224047.98,Upper Middle,Eastern and South-Eastern Asia,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.01,130282.84,0.00
8440,Jayapura,Indonesia,29.00,162287.83,Upper Middle,Eastern and South-Eastern Asia,0.01,0.01,0.00,0.00,0.00,0.00,0.01,0.02,210734.06,0.01
8441,Azare,Nigeria,34.00,237747.23,Lower Middle,Sub-Saharan Africa,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.02,411738.76,0.01
8442,Mehidpur,India,5.00,51490.22,Lower Middle,Central and Southern Asia,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.03,7547.56,0.00
8443,Yuxian,China,16.00,86310.30,Upper Middle,Eastern and South-Eastern Asia,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.05,247363.82,0.02
8444,Giade,Nigeria,7.00,68834.15,Lower Middle,Sub-Saharan Africa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29520.93,0.00
8445,Sainagar,India,13.00,68819.85,Lower Middle,Central and Southern Asia,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.04,72789.68,0.01
8446,Huaning,China,7.00,54584.51,Upper Middle,Eastern and South-Eastern Asia,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.02,28630.75,0.00
8447,Alkalere,Nigeria,8.00,106045.20,Lower Middle,Sub-Saharan Africa,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.02,9868.32,0.00
8448,Bijnor,India,21.00,250236.38,Lower Middle,Central and Southern Asia,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.03,121664.36,0.01
8449,Lingqiu,China,20.00,84794.24,Upper Middle,Eastern and South-Eastern Asia,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.01,157938.81,0.01
8450,Nguru,Nigeria,21.00,188839.45,Lower Middle,Sub-Saharan Africa,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.01,238366.43,0.01
8451,Kiratpur,India,6.00,89397.85,Lower Middle,Central and Southern Asia,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.04,14189.60,0.00
8452,Dali,China,15.00,89850.57,Upper Middle,Eastern and South-Eastern Asia,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.01,61394.59,0.00
8453,Katsiro,Nigeria,8.00,110443.09,Lower Middle,Sub-Saharan Africa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50234.79,0.01
8454,Sendhwa,India,14.00,148616.70,Lower Middle,Central and Southern Asia,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.04,7974.81,0.00
8455,Jiexiu,China,38.00,159367.81,Upper Middle,Eastern and South-Eastern Asia,0.03,0.03,0.00,0.00,0.00,0.00,0.00,0.06,132641.17,0.00
8456,Misau,Nigeria,10.00,122120.68,Lower Middle,Sub-Saharan Africa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,110916.90,0.01
8457,Gulavthi,India,11.00,84965.59,Lower Middle,Central and Southern Asia,0.06,0.01,0.00,0.00,0.00,0.00,0.00,0.07,92322.16,0.01
8458,Fenxi,China,10.00,52292.66,Upper Middle,Eastern and South-Eastern Asia,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.03,12824.45,0.00
8459,Gamawa,Nigeria,5.00,55074.47,Lower Middle,Sub-Saharan Africa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24803.62,0.00
8460,Kosi Kalan,India,13.00,115352.85,Lower Middle,Central and Southern Asia,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.05,37250.26,0.00
8461,qīngjiàn jiēdào,China,42.00,69030.43,Upper Middle,Eastern and South-Eastern Asia,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.02,141751.18,0.00
8462,Dambam,Nigeria,6.00,60344.76,Lower Middle,Sub-Saharan Africa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48240.22,0.01
8463,Jhalawar,India,14.00,115273.83,Lower Middle,Central and Southern Asia,0.05,0.01,0.00,0.00,0.00,0.00,0.00,0.06,39760.09,0.00
8464,Shilin,China,15.00,73554.47,Upper Middle,Eastern and South-Eastern Asia,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.04,85249.86,0.01
8465,Dukku,Nigeria,9.00,78925.14,Lower Middle,Sub-Saharan Africa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28478.08,0.00
8466,Satara,India,39.00,345256.22,Lower Middle,Central and Southern Asia,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.04,599884.26,0.02
8467,Xuanwei,China,45.00,382363.39,Upper Middle,Eastern and South-Eastern Asia,0.04,0.01,0.00,0.00,0.00,0.00,0.00,0.06,252646.07,0.01
8468,Mutum Biyu,Nigeria,9.00,86299.09,Lower Middle,Sub-Saharan Africa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24628.42,0.00
8469,Deeg,India,9.00,85605.75,Lower Middle,Central and Southern Asia,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.03,50259.93,0.01
8470,Qu,China,14.00,132602.19,Upper Middle,Eastern and South-Eastern Asia,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.01,88362.98,0.01
8471,Gashua,Nigeria,15.00,139353.41,Lower Middle,Sub-Saharan Africa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,168527.04,0.01
8472,Hindaun,India,21.00,244144.63,Lower Middle,Central and Southern Asia,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.04,30220.81,0.00
8473,Huazhou,China,24.00,81783.87,Upper Middle,Eastern and South-Eastern Asia,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.05,86086.79,0.00
8474,Dogari Tiv,Nigeria,9.00,62258.93,Lower Middle,Sub-Saharan Africa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,49167.59,0.01
8475,Najibabad,India,27.00,260039.42,Lower Middle,Central and Southern Asia,0.05,0.01,0.00,0.00,0.00,0.00,0.00,0.06,143885.13,0.01
8476,Weixin,China,7.00,110389.44,Upper Middle,Eastern and South-Eastern Asia,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.01,24377.79,0.00
8477,Potiskum,Nigeria,43.00,400652.76,Lower Middle,Sub-Saharan Africa,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.01,624992.48,0.01
8478,Kotdwar,India,24.00,149539.98,Lower Middle,Central and Southern Asia,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.02,44408.95,0.00
8479,Pingyao,China,47.00,177192.52,Upper Middle,Eastern and South-Eastern Asia,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.05,232985.35,0.00
8480,KUNDULUN,Nigeria,76.00,386160.56,Lower Middle,Sub-Saharan Africa,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.05,1127893.95,0.01
8481,Bulandshahr,India,30.00,510256.12,Lower Middle,Central and Southern Asia,0.07,0.01,0.00,0.00,0.00,0.00,0.00,0.09,464241.59,0.02
8482,Hejin,China,21.00,88768.96,Upper Middle,Eastern and South-Eastern Asia,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.02,114957.80,0.01
8483,Biliri,Nigeria,33.00,219197.70,Lower Middle,Sub-Saharan Africa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,101577.61,0.00
8484,Karauli,India,16.00,204924.18,Lower Middle,Central and Southern Asia,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.02,16179.48,0.00
8485,Qujing,China,109.00,701652.25,Upper Middle,Eastern and South-Eastern Asia,0.02,0.02,0.00,0.00,0.00,0.00,0.01,0.06,508501.98,0.00
8486,Titi,Nigeria,13.00,451431.94,Lower Middle,Sub-Saharan Africa,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.04,30659.02,0.00
8487,Sheopur,India,13.00,114379.52,Lower Middle,Central and Southern Asia,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.02,20943.05,0.00
8488,Chengjiang,China,14.00,53164.51,Upper Middle,Eastern and South-Eastern Asia,0.00,0.04,0.00,0.00,0.00,0.00,0.01,0.06,34551.49,0.00
8489,Damagum,Nigeria,6.00,66287.96,Lower Middle,Sub-Saharan Africa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8274.19,0.00
8490,Sagorkuti,India,31.00,150554.34,Lower Middle,Central and Southern Asia,0.07,0.01,0.00,0.00,0.00,0.00,0.00,0.09,171729.68,0.01
